resource_type,status,access,assetIdentifier,digitizationNomination,dispositionNomination,identifier2,identifierSource2,physicalFormat,condition,generations,durationPhysical,channelConfigurationPhysical,originalCarrierLocation,date,dateType,language,itemTitle,intellectualAssetType,epsIdentifier,programName,description,genre,contributor,publisher,rightsSummary,rightsStatement,subject,relatedInstantiationID,proxyFilename,preservationFilename,filelocation,dateDigitized,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,durationDigital,instantiationTimeStart,digitalQC,checksumString,checksumType,coverageSpatial,coverageTemporal,ancillaryMaterials
4,0,0,MD-037,digitized in house,,,,Minidisc,,Original,01:27:03,Mono,KBOO Archives Room,2002-10-06,unknown,,Ralph Nader at Lewis and Clark College,,eps00107,,"Lewis and Clark College's Students Organized for Activities and the Student Activities Office host Ralph Nader at the Pamplin Sports Center. Nader speaks on his most recent book Crashing the Party: How to Tell the Truth and Still Run for President (2003) and the commercialization of all aspects of American society, corporate crime, and what it means to be a citizen. He also addresses the anticipated war in Iraq. Unedited version.",,Ralph Nader,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Activism, Corporations, War/Peace",,,kboo_MD-037_20021006.wav,S:\Staff\Analog Archive Project\_final\minidisc,,439 MB,mono,wav,44.1 kHz,16 bits,01:27:03,,,0FF22769D7BB3A81947E32EEAD5D099D,md5,United States,,
4,0,0,MD-038d1,,,,,Minidisc,,,01:58:00,,KBOO Archives Room,,unknown,,Rivers that Were: Part 1,,,,"""Rivers That Were""",,,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Environment/Climate, Energy/Natural Resources",,,,,,,,,,,,,,,,,,
4,0,0,MD-038d2,,,,,Minidisc,,,01:58:00,,KBOO Archives Room,,unknown,,Rivers that Were: Part 2,,,,"""Rivers That Were""",,,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Environment/Climate, Energy/Natural Resources",,,,,,,,,,,,,,,,,,
4,0,0,MD-039,digitized in house,,,,Minidisc,,,00:54:50,Mono,KBOO Archives Room,2002-11-20,unknown,,"Earth Democracy: Creating Alternatives for Peace, Democracy and Justice",,eps00108,,"Vandana Shiva at Oregon State University, Corvallis. Oregon State University's (OSU) Convocations and Lectures Committee hosts Vandana Shiva at OSU's LaSells Stewart Center. Shiva and others have proposed an alternative economy in which corporations are dismantled in favor of smaller enterprises owned by workers, customers and other local groups. She contends such a change would give communities the power to tackle poverty, create jobs, ensure plentiful food and reduce demand for fossil fuels.",,,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Corporations, Economy ",,,kboo_MD-039_20021120.wav,S:\Staff\Analog Archive Project\_final\minidisc,,277 MB,mono,wav,44.1 kHz,16 bits,00:54:50,,,2C5DDF0AA8A6FE0CC3BA90959DC594A9,md5,,,
4,0,0,MD-040p1,digitized in house,,,,Minidisc,,Original,00:46:07,Stereo,KBOO Archives Room,2003-03-06,unknown,,Public Interest Environmental Law Conference 2003,,eps00109,,"Jim DiPeso: Republicans for Environmental Protection. The Public Interest Environmental Law Conference (PIELC) at the University of Oregon March 6 - 9, 2003. Keynote Address by Jim DiPeso on Thursday, March 6th. Dispeso is member of REP America, a national grassroots organization of republicans for environment protection. DiPepso speaks on the forgotten tradition of conservationism within the Republican party from Lincoln to Nixon. The crowd repeatedly jeers at DiPeso particularly when he speaks about Nixon and George W. Bush.",,Jim Dipeso,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Energy/Natural Resources, Government/Poltics",,,kboo_MD-040p1_20030306.wav,S:\Staff\Analog Archive Project\_final\minidisc,,466 MB,stereo,wav,44.1 kHz,16 bits,00:46:07,,,E43598C52459436F36A725DB1D4CE919,md5,United States,,
4,0,0,MD-040p2,digitized in house,,,,Minidisc,,Original,00:56:45,Stereo,KBOO Archives Room,2003-03-06,unknown,,Public Interest Environmental Law Conference 2003,,eps00109,,"The Public Interest Environmental Law Conference (PIELC) at the University of Oregon March 6 - 9, 2003. Keynote Address by Vanda Shiva on Thursday, March 6th. Shiva ispeaks about founding the Research Foundation for Science Technology and Natural Resource Policy and her work in connecting women and the environmental movement. She discusses globalization and threats to the indegenous communities, cultures, and environments.",,Vandana Shiva,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Energy/Natural Resources",,,kboo_MD-040p2_20030306.wav,S:\Staff\Analog Archive Project\_final\minidisc,,573 MB,stereo,wav,44.1 kHz,16 bits,00:56:45,,,4E4BA479F3D4F643E7A431724E99BDCF,md5,India,,
4,0,0,MD-041p1,digitized in house,,,,Minidisc,,Original,00:16:46,Stereo,KBOO Archives Room,2003-03-09,unknown,,Public Interest Environmental Law Conference 2003,,eps00109,,"The Public Interest Environmental Law Conference (PIELC) at the University of Oregon March 6 - 9, 2003. Keynote Address by Fatima Jibrell on Thursday, March 9th. Jibrell is the Executive Director of Horn Relief, has faced war, drought, and harassment while working to organize women and protecting natural resources in Somalia. She achieved a major victory by securing an enforced ban on the export of charcoal from the Puntland government in northeast Somalia. Mrs. Jibrell is the 2002 recipient of the Goldman Environmental Prize for her work and leadership in creating an environmental movement to protect diminishing natural resources in Somalia.",,Fatima Jibrell,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Energy/Natural Resources, Labor",,,kboo_MD-041p1_20030309.wav,S:\Staff\Analog Archive Project\_final\minidisc,,169 MB,stereo,wav,44.1 kHz,16 bits,00:16:46,,,4C1F57D0445FAC77924F68B3717237CE,md5,"Somalia, Saudia Arabia",,
4,0,0,MD-041p2,digitized in house,,,,Minidisc,,Original,00:35:45,Stereo,KBOO Archives Room,2003-03-09,unknown,,Public Interest Environmental Law Conference 2003,,eps00109,,"The Public Interest Environmental Law Conference (PIELC) at the University of Oregon March 6 - 9, 2003. Keynote Address by Dolores Huerta on Thursday, March 9th. Huerta co-founded the United Farm Workers of America, along with Cesar Chavez in 1962. Trained as a teacher, she turned to direct action to eliminate the brutal conditions of poverty that defined the lives of her young students in the 1950's. Huerta discusses consumerism and environmental hazard to farm workers and their children. ",,Dolores Huerta,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Energy/Natural Resources, Labor, Women",,,kboo_MD-041p2__20030309.wav,S:\Staff\Analog Archive Project\_final\minidisc,,361 MB,stereo,wav,44.1 kHz,16 bits,00:35:45,,,0D232F69E2A458FB8A0FBB5F5A4B434C,md5,United States,,
4,0,0,MD-042,digitized in house,,,,Minidisc,,,00:52:02,Stereo,KBOO Archives Room,2002-08-04,unknown,,Annie Bloom's Book: Winona LaDuke speaks on The Winona LaDuke Reader: A Collection of Essential Writings (2002),,,,"Annie Bloom's Books hosts Winona LaDuke. Luke Warm Water begins the event with a reading of his poetry, including ""The Jesus of Pine Ridge,"" ""John Wayne's Bullet,"" and ""Are You Hungry for Pizza?"". LaDuke speaks about living in Minnesota and her non-profit grassroots communituy organizing and activism. She is currently organizing around the issue of wild rice farming within the indigenous community of Minnesota, where the University of Minnestoa and big business are patenting and engiennering wild rice. Following the speech she answers audeince questions.",,"Luke Warm Water, Winona LaDuke",KBOO,Non-Saleable,,"Indigenous, Poetry",,,kboo_MD-042_20020804.wav,S:\Staff\Analog Archive Project\_final\minidisc,,525 MB,stereo,wav,44.1 kHz,16 bits,00:52:02,,,92E7E3156CEBA865B05813229BFD2976,md5,North America,,
4,0,0,MD-043,digitized in house,,,,Minidisc,,Master: edited,01:58:39,Mono,KBOO Archives Room,2003-03-26,unknown,,Government Emergency Powers Special Spring 2003 Membership compilation,,eps00111,,"Edited Master. Government Emergency Powers Special compilation for the Spring 2003 Membership Drive Premium CDs. This collection of recordings focuses on executive powers leading up to the Iraq War and the domestic police state. At 0:46:00, an audio essay discusses how even the Portland zoobombers being targeted by police surveliance. The last 15-minutes of the show feature call in questions from the public for Dave Lindorff.",,"Andrew Geller, Theresa Mitchell, Lisa Hamid, Francis Boyle, Ani Haines, Joseph Onek, Bill Olson, Wayne Madson, Frank Morales, Dave Lindorff",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Law/Court/Crime, Military/Veterans, Police, War/Peace, Activism",,,kboo_MD-043_20030326.wav,S:\Staff\Analog Archive Project\_final\minidisc,,706 MB,mono,wav,44.1 kHz,16 bits,01:58:39,,,CB21F5C61A5BBE6E29B749766FA96EF6,md5,United States,,
4,0,0,MD-044,digitized in house,,,,Minidisc,,,00:28:36,Mono,KBOO Archives Room,2002-01-23,unknown,,Book Reading: Fast Food Nation,,eps00112,,Health Watch's edited broadcast of Eric Schlosser's book reading at Powell's Bookstore,,"Eric Schlosser, Mel Reslor",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Food, Corporations, Health",,,kboo_MD-044_20020123.wav,S:\Staff\Analog Archive Project\_final\minidisc,,144 MB,mono,wav,44.1 kHz,16 bits,00:28:36,,,10FE34337FF4EA460612BE60E261D5E5,md5,United States,,Broadcast Info
4,0,0,MD-045,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,U.S.-Iraq Policy: Motives and Consequences,,,,U.S. - Iraq,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Global Affairs ,,,,,,,,,,,,,,,,Middle East,,
4,0,0,MD-046,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Palestinian Perspective on the Conflict with Israel,,,,,,Edward Said,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Global Affairs ,,,,,,,,,,,,,,,,Middle East,,
4,0,0,MD-047,digitized in house,,,,Minidisc,,,00:35:59,Mono,KBOO Archives Room,2002-09-07,unknown,,Genetically Engineered Food Educational Forum,,eps00113,,"Jeanne Merrill on GMOs, Genetically Engineered Food Educational Forum, First Unitarian Church, Portland",,"John Robbins, Jeanne Merrill",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Science/Technology, Agriculture",,,kboo_MD-047_20020907.wav,S:\Staff\Analog Archive Project\_final\minidisc,,182 MB,mono,wav,44.1 kHz,16 bits,00:36:00,,,C7D79FBEE5338AC3E73772D628D3A1D8,md5,,,Broadcast Info
4,0,0,MD-048,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,The New War on Terrorism: Fact and Fiction,,,,War On Terrorism,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Government/Politics, Law/Court/Crime",,,,,,,,,,,,,,,,,,
4,0,0,MD-049,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-049 title,,,,Chile-Allende-Pinochet-9/11/73,,,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Global Affairs ,,,,,,,,,,,,,,,,"Chile, Latin America, South America",,
4,0,0,MD-050,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Politics and the Art of Deception,,,,Bush caters to the super rich-campaign Finance,,Molly Ivins,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics,,,,,,,,,,,,,,,,,,
4,0,0,MD-051,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Imperialism Then and Now,,,,Imperialism Then & Now,,Tariq Ali,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics,,,,,,,,,,,,,,,,"Middle East,",,
4,0,0,MD-052,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-052 title,,,,,,Katha Pollitt,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-053,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-053 title,,,,,,Hanan Ashrawi,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Global Affairs ,,,,,,,,,,,,,,,,Middle East,,
4,0,0,MD-054,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Propaganda and the Middle East,,,,Propaganda & The Middle East,,Sut Jhally,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Global Affairs ,,,,,,,,,,,,,,,,Middle East,,
4,0,0,MD-055,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-055 title,,,,,,Greg Palast,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics,,,,,,,,,,,,,,,,,,
4,0,0,MD-056,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-056 title,,,,,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics,,,,,,,,,,,,,,,,,,
4,0,0,MD-057,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,War on Terrorism,,,,War On Terrorism,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"War/Peace, Government/Politics, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-058,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-058 title,,,,,,Alicia Littletree,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-059,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-059 title,,,,,,Edward Said,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-060,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-060 title,,,,,,Frances Moore Lappe,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-061,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-061 title,,,,,,Eqbal Ahmed,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-062,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Zinn on Emma Goldman and Anarchy,,,,on Emma Goldman and anarchy,,Howard Zinn,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Government/Politics ,,,,,,,,,,,,,,,,,,
4,0,0,MD-063,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Civil Liberties and Terrorism,,,,Civil liberties & Terrorism,,Ira Glasser,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Civil Liberties, Government/Politics, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-064,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-064 title,,,,,,David Korten,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-065,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,On Public Radio,,,,on public radio,,Robert McChesney,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Media,,,,,,,,,,,,,,,,,,
4,0,0,MD-066,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,"Imperialism, War, and Journalism",,,,"Imperialism, War & Journalism",,John Pilzer,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Media,,,,,,,,,,,,,,,,,,
4,0,0,MD-067,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Journalist from Mars,,,,Journalist from Mars,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Government/Politics, Media, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-068,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-068 title,,,,,,Winona LaDuke,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-069,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-069 title,,,,,,Abu Khalil,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-070d1,,,,,Minidisc,,,01:58:00,,KBOO Archives Room,,unknown,,MD-070.A title,,,,,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-070d2,,,,,Minidisc,,,,,KBOO Archives Room,,unknown,,MD-070.B title,,,,,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-071,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-071 title,,,,,,Noam Chomsky,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-072,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-072 title,,,,,,Howard Zinn,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-073,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-073 title,,,,,,Amy Goodman,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-074,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-074 title,,,,,,Rania Masri,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-075,digitized in house,,,,Minidisc,,,00:50:05,Stereo,KBOO Archives Room,2003-03-08,unknown,,Public Interest Environmental Law Conference 2003,,eps00109,,"The Public Interest Environmental Law Conference (PIELC) at the University of Oregon March 6 - 9, 2003. Keynote Address by Dr. Robert D. Bullard on March 8th. Bullard discusses environemental racism and community organizing in the South in the 1970s. ",,Robert Bullard,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Energy/Natural Resources, Race, African American",,,kboo_MD-075_20030308.wav,S:\Staff\Analog Archive Project\_final\minidisc,,506 MB,stereo,wav,44.1 kHz,16 bits,,,,096A3F09FD51D86FA341E3C84E795070,md5,United States,,
4,0,0,MD-076,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-076 title,,,,,,Arundhati Roy,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,,,,,,,,,,,,,,,,,,,
4,0,0,MD-077,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,Rivers that were PT. 1,,,,Rivers That Were-western river issues,,Barbara Bernstein,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,"Environment/Climate, Energy/Natural Resources",,,,,,,,,,,,,,,,,,
4,0,0,MD-078,digitized in house,,,,Minidisc,,,01:27:44,Stereo,KBOO Archives Room,2002-06-10,unknown,,"Unanswered Questions: 9/11 and the Public Safety, Seeking Answers & Accountability",,eps00114,,,,"Catherine Austin Fitts, Julie Sweeney, Lorna Brett, Mike Ruppert, John Judge, Mike Springman",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",Government/Politics,,,kboo_MD-078_20020610.wav,S:\Staff\Analog Archive Project\_final\minidisc,,886 MB,stereo,wav,44.1 kHz,16 bits,01:27:44,,,1F0831216F9011386DF079763CA1AF4A,md5,United States,,
4,0,0,MD-079,,,,,Minidisc,,,00:59:00,,KBOO Archives Room,,unknown,,MD-079 title,,,, Arnove J.,,Janine Jackson,Alternative Radio,Non-Saleable,This is an Alternative Radio program.,Media,,,,,,,,,,,,,,,,,,
4,0,0,MD-080,digitized in house,,,,Minidisc,,,01:02:25,Mono,KBOO Archives Room,2003-08-19,unknown,,Community Action Forum: Medea Benjamin,,eps00115,,,,Medea Benjamin,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","War/Peace, Global Affairs",,,kboo_MD-080_20030819.wav,S:\Staff\Analog Archive Project\_final\minidisc,,315 MB,mono,wav,44.1 kHz,16 bits,01:02:25,,,980BADD008EEA8D7A4B75F0A81AAE263,md5,"Iraq, Middle East",,
4,0,0,MD-081p1,digitized in house,,,,Minidisc,,,00:29:44,Mono,KBOO Archives Room,2003-05-13,unknown,,"Eric Schlosser speaks at the First Congregational Church in Portland, Oregon about his book Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market (2003).",,eps00028,,"Eric Schlosser, author of Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market (2003), is interviewed by Michelle Schroeder Fletcher for KBOO.",,"Eric Schlosser, Michelle Schroeder Fletcher",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Drugs",CD-0166;MD-081.2,,kboo_MD-081p1_20030513.wav,S:\Staff\Analog Archive Project\_final\minidisc,,150 MB,mono,wav,44.1 kHz,16 bits,00:29:44,,,D1451C620BDCCC110938DDE6AC13B900,md5,United States,,
4,0,0,MD-081p2,digitized in house,,,,Minidisc,,,01:00:26,Mono,KBOO Archives Room,2003-05-13,unknown,,"Eric Schlosser speaks at the First Congregational Church in Portland, Oregon about his book Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market (2003).",,eps00028,,"Eric Schlosser speaks at the First Congregational Church in Portland, Oregon about his book Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market (2003).",,Eric Schlosser,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Drugs",CD-0166;MD-081.1,,kboo_MD-081p2_20030513.wav,S:\Staff\Analog Archive Project\_final\minidisc,,305 MB,mono,wav,44.1 kHz,16 bits,01:00:26,,,F4D19CAB0F79CF6B186D1D524F7B6825,md5,United States,,
4,0,0,MD-082,digitized in house,,,,Minidisc,,,01:04:47,Mono,KBOO Archives Room,2002-01-23,unknown,,Eric Schlosser on Fast Food Nation: The Dark Side of the All-American Meal,,eps00116,,,,Eric Schlosser,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Food, Economy, Corporations, Labor, Activism, Community Building",,,kboo_MD-082_20020123.wav,S:\Staff\Analog Archive Project\_final\minidisc,,327 MB,mono,wav,44.1 kHz,16 bits,,,,16431D0D951391CAC1BF77B370703F8B,md5,"Portland, Oregon, United States",,
4,0,0,MD-083,digitized in house,,,,Minidisc,,,01:32:23,Mono,KBOO Archives Room,2003-08-16,unknown,,"Sandra Steingraber Lecture - Protecting the First Environment: Ecological Threats to Women, Pregnancy and Breast Milk",,eps00117,,"Author and ecologist, Sandra Steingraber delivers a lecture entitled ""Protecting the First Environment: Ecological Threats to Women, Pregnancy and Breast Milk"" at the Oregon Convention Center. Steingraber is author of Having Faith: an Ecologist's Journey to Motherhood (2001). Sponsored by Rachel’s Friends Breast Cancer Coalition, American Association of Naturopathic Physicians, and Oregon Toxics Alliance.
",,"Cynthia Bye, Sandra Steingraber",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Women, Health, Family",,,kboo_MD-083_20030816.wav,S:\Staff\Analog Archive Project\_final\minidisc,,466 MB,mono,wav,44.1 kHz,16 bits,,,,380BACB5A4E887B30B25827F4EFD7323,md5,,,
4,0,0,MD-084,digitized in house,,,,Minidisc,,,01:14:52,Mono,KBOO Archives Room,2003-10-11,unknown,,Paul Krugman on The Great Unraveling: Losing Our Way In the New Century (2003),,eps00118,,,,"Dale Wright, Paul Krugman",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Economy, Government/Politics",,,kboo_MD-084_20031011.wav,S:\Staff\Analog Archive Project\_final\minidisc,,378 MB,mono,wav,44.1 kHz,16 bits,,,,07036BBE806043F1AF2CB47C9DFED0E5,md5,United States,,Broadcast Info
4,0,0,MD-085d1,digitized in house,,,,Minidisc,,Original,01:27:04,Mono,KBOO Archives Room,2003-10-08,unknown,,Health Effects of Depleted Uranium,,eps00090,,"Dr. Douglas Rokke speaks at the First Unitarian Church in Portland, Oregon about the Health Effects of Depleted Uranium. He speaks about his experience cleaning up depleted uranium following the Gulf War and treating veterans exposed to depleted uranium. The event was coordinated by Peace and Justice Works and the Iraq Affinity Group and cosponsored by several other community groups. Unedited Version.",,Douglas Rokke,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Military/Veterans, War/Peace, Health",,,kboo_MD-085d1_20031008.wav,S:\Staff\Analog Archive Project\_final\minidisc,,439 MB,mono,wav,44.1 kHz,16 bits,,,,1F870FBBD028E454B49551C471B01AF8,md5,"United States, Middle East, Iraq",,
